date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:16:05	2203/2203	---M-Z	200	added ('OK')	text/xml	etag:%22336-1701544566;gz%22	https://ayeshaakamal.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fayeshaakamal.com%2F&format=xml	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-json/oembed/1.0/embed1996	(from https://ayeshaakamal.com/)
20:16:05	224803/224803	---MC-	200	added ('OK')	application/json	etag:%22334-1701544563;;;%22	https://ayeshaakamal.com/wp-json/	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-json/index.html	(from https://ayeshaakamal.com/)
20:16:09	192088/192088	---M--	200	added ('OK')	font/ttf	date:Sat,%2017%20Jun%202023%2009:57:22%20GMT	https://ayeshaakamal.com/wp-content/themes/raft/assets/fonts/readex-pro/ReadexPro-VariableFont_wght.ttf	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/themes/raft/assets/fonts/readex-pro/ReadexPro-VariableFont_wght.ttf	(from https://ayeshaakamal.com/)
20:16:12	60660/60660	---M--	200	added ('OK')	font/ttf	date:Sat,%2017%20Jun%202023%2009:57:22%20GMT	https://ayeshaakamal.com/wp-content/themes/raft/assets/fonts/figtree/Figtree-VariableFont_wght.ttf	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/themes/raft/assets/fonts/figtree/Figtree-VariableFont_wght.ttf	(from https://ayeshaakamal.com/)
20:16:16	60764/60764	---M--	200	added ('OK')	font/ttf	date:Sat,%2017%20Jun%202023%2009:57:22%20GMT	https://ayeshaakamal.com/wp-content/themes/raft/assets/fonts/figtree/Figtree-Italic-VariableFont_wght.ttf	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/themes/raft/assets/fonts/figtree/Figtree-Italic-VariableFont_wght.ttf	(from https://ayeshaakamal.com/)
20:16:17	75856/75856	---M--	200	added ('OK')	font/ttf	date:Sat,%2017%20Jun%202023%2009:57:22%20GMT	https://ayeshaakamal.com/wp-content/themes/raft/assets/fonts/outfit/Outfit-VariableFont_wght.ttf	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/themes/raft/assets/fonts/outfit/Outfit-VariableFont_wght.ttf	(from https://ayeshaakamal.com/)
20:16:17	428448/428448	---M--	200	added ('OK')	font/woff2	date:Sat,%2017%20Jun%202023%2009:57:22%20GMT	https://ayeshaakamal.com/wp-content/themes/raft/assets/fonts/source-serif-pro/SourceSerif4Variable-Roman.ttf.woff2	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/themes/raft/assets/fonts/source-serif-pro/SourceSerif4Variable-Roman.ttf.woff2	(from https://ayeshaakamal.com/)
20:16:19	346840/346840	---M--	200	added ('OK')	font/woff2	date:Sat,%2017%20Jun%202023%2009:57:22%20GMT	https://ayeshaakamal.com/wp-content/themes/raft/assets/fonts/source-serif-pro/SourceSerif4Variable-Italic.ttf.woff2	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/themes/raft/assets/fonts/source-serif-pro/SourceSerif4Variable-Italic.ttf.woff2	(from https://ayeshaakamal.com/)
20:16:20	1593/1593	---M--	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2021:50:25%20GMT	https://ayeshaakamal.com/wp-content/uploads/2021/04/cropped-AyeshaaKamal.com-Logo-2-32x32.png	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/uploads/2021/04/cropped-AyeshaaKamal.com-Logo-2-32x32.png	(from https://ayeshaakamal.com/)
20:16:22	23744/23744	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Apr%202021%2019:31:37%20GMT	https://ayeshaakamal.com/wp-content/uploads/2021/04/cropped-AyeshaaKamal.com-Logo-2-192x192.png	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/uploads/2021/04/cropped-AyeshaaKamal.com-Logo-2-192x192.png	(from https://ayeshaakamal.com/)
20:16:22	212004/212004	---M--	200	added ('OK')	font/ttf	date:Sat,%2017%20Jun%202023%2009:57:22%20GMT	https://ayeshaakamal.com/wp-content/themes/raft/assets/fonts/lora/Lora-VariableFont_wght.ttf	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/themes/raft/assets/fonts/lora/Lora-VariableFont_wght.ttf	(from https://ayeshaakamal.com/)
20:16:23	220096/220096	---M--	200	added ('OK')	font/ttf	date:Sat,%2017%20Jun%202023%2009:57:22%20GMT	https://ayeshaakamal.com/wp-content/themes/raft/assets/fonts/lora/Lora-Italic-VariableFont_wght.ttf	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/themes/raft/assets/fonts/lora/Lora-Italic-VariableFont_wght.ttf	(from https://ayeshaakamal.com/)
20:16:25	21640/21640	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Apr%202021%2019:31:37%20GMT	https://ayeshaakamal.com/wp-content/uploads/2021/04/cropped-AyeshaaKamal.com-Logo-2-180x180.png	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/uploads/2021/04/cropped-AyeshaaKamal.com-Logo-2-180x180.png	(from https://ayeshaakamal.com/)
20:16:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2002%20Dec%202023%2019:16:26%20GMT	https://ayeshaakamal.com/exhibitions	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/exhibitions	(from https://ayeshaakamal.com/)
20:16:28	71699/71699	---M-Z	200	added ('OK')	text/html	etag:%22272-1701280321;gz%22	https://ayeshaakamal.com/biography/	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/biography/index.html	(from https://ayeshaakamal.com/)
20:16:28	107789/107789	---M-Z	200	added ('OK')	text/html	etag:%22289-1701324185;gz%22	https://ayeshaakamal.com/paintings/	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/paintings/index.html	(from https://ayeshaakamal.com/)
20:16:28	119406/119406	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Aug%202022%2018:25:56%20GMT	https://ayeshaakamal.com/wp-content/uploads/2022/08/IMG_3190-1-768x1024.jpg	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/uploads/2022/08/IMG_3190-1-768x1024.jpg	(from https://ayeshaakamal.com/)
20:16:28	104616/104616	---MCZ	200	added ('OK')	text/html	etag:%22293-1701352031;gz%22	https://ayeshaakamal.com/exhibitions/	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/exhibitions/index.html	(from https://ayeshaakamal.com/)
20:16:29	79402/79402	---M-Z	200	added ('OK')	text/html	etag:%22271-1701279302;gz%22	https://ayeshaakamal.com/home/contact/	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/home/contact/index.html	(from https://ayeshaakamal.com/)
20:16:33	96319/96319	---MCZ	200	added ('OK')	text/html	etag:%22288-1701320383;gz%22	https://ayeshaakamal.com/interviews/	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/interviews/index.html	(from https://ayeshaakamal.com/)
20:16:33	151954/151954	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jun%202023%2013:12:43%20GMT	https://ayeshaakamal.com/wp-content/uploads/2023/06/IMG_8278-768x1024.jpg	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/uploads/2023/06/IMG_8278-768x1024.jpg	(from https://ayeshaakamal.com/)
20:16:33	213412/213412	---M--	200	added ('OK')	image/jpeg	date:Sun,%2013%20Jun%202021%2017:58:47%20GMT	https://ayeshaakamal.com/wp-content/uploads/2021/06/2021_04_26_17_46_IMG_7985-768x1024.jpg	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/uploads/2021/06/2021_04_26_17_46_IMG_7985-768x1024.jpg	(from https://ayeshaakamal.com/)
20:16:33	4997/4997	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2027%20Nov%202023%2017:57:40%20GMT	https://ayeshaakamal.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.17.3	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min8864.js	(from https://ayeshaakamal.com/)
20:16:34	86090/86090	---MCZ	200	added ('OK')	text/html	etag:%22275-1701287956;gz%22	https://ayeshaakamal.com/contact/	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/contact/index.html	(from https://ayeshaakamal.com/)
20:16:34	87553/87553	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2008%20Nov%202023%2004:32:13%20GMT	https://ayeshaakamal.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://ayeshaakamal.com/)
20:16:34	316490/316490	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jun%202023%2013:18:47%20GMT	https://ayeshaakamal.com/wp-content/uploads/2023/06/IMG_202306222135232-1-768x1024.jpg	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/uploads/2023/06/IMG_202306222135232-1-768x1024.jpg	(from https://ayeshaakamal.com/)
20:16:34	13577/13577	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2009%20Aug%202023%2003:49:48%20GMT	https://ayeshaakamal.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://ayeshaakamal.com/)
20:16:34	60151/60151	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2027%20Nov%202023%2017:57:39%20GMT	https://ayeshaakamal.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.17.3	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/plugins/elementor/assets/js/frontend-modules.min8864.js	(from https://ayeshaakamal.com/)
20:16:35	12198/12198	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2027%20Nov%202023%2017:57:40%20GMT	https://ayeshaakamal.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://ayeshaakamal.com/)
20:16:35	21438/21438	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2003%20Apr%202023%2019:28:51%20GMT	https://ayeshaakamal.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-includes/js/jquery/ui/core.min3f14.js	(from https://ayeshaakamal.com/)
20:16:36	40436/40436	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2027%20Nov%202023%2017:57:39%20GMT	https://ayeshaakamal.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.17.3	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/plugins/elementor/assets/js/frontend.min8864.js	(from https://ayeshaakamal.com/)
20:16:36	18833/18833	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2003:01:18%20GMT	https://ayeshaakamal.com/wp-includes/js/underscore.min.js?ver=1.13.4	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-includes/js/underscore.mind584.js	(from https://ayeshaakamal.com/)
20:16:36	1426/1426	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2003:01:18%20GMT	https://ayeshaakamal.com/wp-includes/js/wp-util.min.js?ver=bb270fba1988038f5680f75b7475565e	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-includes/js/wp-util.min1ae8.js	(from https://ayeshaakamal.com/)
20:16:37	771/771	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2027%20Jun%202023%2018:28:28%20GMT	https://ayeshaakamal.com/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.8.2.1	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.mine6a2.js	(from https://ayeshaakamal.com/)
20:16:39	94720/94720	---M--	200	added ('OK')	font/woff2	date:Mon,%2027%20Nov%202023%2017:57:40%20GMT	https://ayeshaakamal.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.23.0	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.woff2	(from https://ayeshaakamal.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
20:16:41	116044/116044	---M--	200	added ('OK')	font/woff	date:Mon,%2027%20Nov%202023%2017:57:40%20GMT	https://ayeshaakamal.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.23.0	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.woff	(from https://ayeshaakamal.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
20:16:42	322806/322806	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2027%20Nov%202023%2017:57:40%20GMT	https://ayeshaakamal.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.23.0	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.svg	(from https://ayeshaakamal.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
