date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:08:03	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2001%20Dec%202023%2020:08:05%20GMT	https://wedding.nicdark.com/wedding-planner/?p=4557	C:/Users/hp/Desktop/Mine/weeding%20plan/wedding.nicdark.com/wedding-planner/index06e6.html	(from https://wedding.nicdark.com/wedding-planner/cost-calculator/)
21:08:04	2395/2395	---MCZ	200	added ('OK')	text/xml	date:Fri,%2001%20Dec%202023%2020:08:05%20GMT	https://wedding.nicdark.com/wedding-planner/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwedding.nicdark.com%2Fwedding-planner%2Fcost-calculator%2F&format=xml	C:/Users/hp/Desktop/Mine/weeding%20plan/wedding.nicdark.com/wedding-planner/wp-json/oembed/1.0/embeda6c9	(from https://wedding.nicdark.com/wedding-planner/cost-calculator/)
21:08:04	1450/1450	---M--	200	added ('OK')	image/png	etag:%225aa-5f53458f8397d%22	https://wedding.nicdark.com/wedding-planner/wp-content/plugins/nd-projects/addons/cost-calculator/include/down-arrow.png	C:/Users/hp/Desktop/Mine/weeding%20plan/wedding.nicdark.com/wedding-planner/wp-content/plugins/nd-projects/addons/cost-calculator/include/down-arrow.png	(from https://wedding.nicdark.com/wedding-planner/cost-calculator/)
21:08:04	29796/29796	---M--	200	added ('OK')	image/png	etag:%227464-5f546a4936a28%22	http://wedding.nicdark.com/wedding-atelier/wp-content/uploads/sites/5/2023/02/logo-07.png	C:/Users/hp/Desktop/Mine/weeding%20plan/wedding.nicdark.com/wedding-atelier/wp-content/uploads/sites/5/2023/02/logo-07.png	(from https://wedding.nicdark.com/wedding-planner/cost-calculator/)
21:08:04	8044/8044	---M--	200	added ('OK')	image/png	etag:%221f6c-5f546a49af7ec%22	http://wedding.nicdark.com/wedding-atelier/wp-content/uploads/sites/5/2023/02/logo-06.png	C:/Users/hp/Desktop/Mine/weeding%20plan/wedding.nicdark.com/wedding-atelier/wp-content/uploads/sites/5/2023/02/logo-06.png	(from https://wedding.nicdark.com/wedding-planner/cost-calculator/)
21:08:06	13641/13641	---M--	200	added ('OK')	image/png	etag:%223549-5f546a4a4ac85%22	http://wedding.nicdark.com/wedding-atelier/wp-content/uploads/sites/5/2023/02/logo-05.png	C:/Users/hp/Desktop/Mine/weeding%20plan/wedding.nicdark.com/wedding-atelier/wp-content/uploads/sites/5/2023/02/logo-05.png	(from https://wedding.nicdark.com/wedding-planner/cost-calculator/)
21:08:08	35577/35577	---M--	200	added ('OK')	image/png	etag:%228af9-5f546a4ad4008%22	http://wedding.nicdark.com/wedding-atelier/wp-content/uploads/sites/5/2023/02/logo-03-1.png	C:/Users/hp/Desktop/Mine/weeding%20plan/wedding.nicdark.com/wedding-atelier/wp-content/uploads/sites/5/2023/02/logo-03-1.png	(from https://wedding.nicdark.com/wedding-planner/cost-calculator/)
21:08:09	31106/31106	---M--	200	added ('OK')	image/png	etag:%227982-5f546b57f25e8%22	http://wedding.nicdark.com/wedding-atelier/wp-content/uploads/sites/5/2023/02/icon-01.png	C:/Users/hp/Desktop/Mine/weeding%20plan/wedding.nicdark.com/wedding-atelier/wp-content/uploads/sites/5/2023/02/icon-01.png	(from https://wedding.nicdark.com/wedding-planner/cost-calculator/)
21:08:09	41108/41108	---M--	200	added ('OK')	image/jpeg	etag:%22a094-5f571fc32d106%22	https://wedding.nicdark.com/wedding-planner/wp-content/uploads/sites/3/2023/02/image_08.jpg	C:/Users/hp/Desktop/Mine/weeding%20plan/wedding.nicdark.com/wedding-planner/wp-content/uploads/sites/3/2023/02/image_08.jpg	(from https://wedding.nicdark.com/wedding-planner/cost-calculator/)
21:08:09	3402/3402	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d4a-5f41c202a0422%22	https://wedding.nicdark.com/wedding-planner/wp-includes/js/jquery/ui/mouse.min.js?ver=1.13.2	C:/Users/hp/Desktop/Mine/weeding%20plan/wedding.nicdark.com/wedding-planner/wp-includes/js/jquery/ui/mouse.min3f14.js	(from https://wedding.nicdark.com/wedding-planner/cost-calculator/)
21:08:11	10728/10728	---MCZ	200	added ('OK')	application/javascript	etag:W/%2229e8-5f84c108151b9%22	https://wedding.nicdark.com/wedding-planner/wp-includes/js/jquery/ui/slider.min.js?ver=1.13.2	C:/Users/hp/Desktop/Mine/weeding%20plan/wedding.nicdark.com/wedding-planner/wp-includes/js/jquery/ui/slider.min3f14.js	(from https://wedding.nicdark.com/wedding-planner/cost-calculator/)
21:08:12	120617/120617	---M--	200	added ('OK')	image/jpeg	etag:%221d729-5f571989ff13d%22	https://wedding.nicdark.com/wedding-planner/wp-content/uploads/sites/3/2023/02/paral-04-1.jpg	C:/Users/hp/Desktop/Mine/weeding%20plan/wedding.nicdark.com/wedding-planner/wp-content/uploads/sites/3/2023/02/paral-04-1.jpg	(from https://wedding.nicdark.com/wedding-planner/wp-content/uploads/sites/3/elementor/css/post-4553.css?ver=1685641915)
21:08:12	186290/186290	---M--	200	added ('OK')	image/jpeg	etag:%222d7b2-5f4bd9b7c45f8%22	https://wedding.nicdark.com/wedding-planner/wp-content/uploads/sites/3/2023/02/gallery-04.jpg	C:/Users/hp/Desktop/Mine/weeding%20plan/wedding.nicdark.com/wedding-planner/wp-content/uploads/sites/3/2023/02/gallery-04.jpg	(from https://wedding.nicdark.com/wedding-planner/wp-content/uploads/sites/3/elementor/css/post-4553.css?ver=1685641915)
21:08:12	205689/205689	---M--	200	added ('OK')	image/jpeg	etag:%2232379-5f4bd6d2f6728%22	https://wedding.nicdark.com/wedding-planner/wp-content/uploads/sites/3/2023/02/gallery-01.jpg	C:/Users/hp/Desktop/Mine/weeding%20plan/wedding.nicdark.com/wedding-planner/wp-content/uploads/sites/3/2023/02/gallery-01.jpg	(from https://wedding.nicdark.com/wedding-planner/wp-content/uploads/sites/3/elementor/css/post-4553.css?ver=1685641915)
21:08:14	213805/213805	---M--	200	added ('OK')	image/jpeg	etag:%223432d-5f4bdfb9fc011%22	https://wedding.nicdark.com/wedding-planner/wp-content/uploads/sites/3/2023/02/gallery-14.jpg	C:/Users/hp/Desktop/Mine/weeding%20plan/wedding.nicdark.com/wedding-planner/wp-content/uploads/sites/3/2023/02/gallery-14.jpg	(from https://wedding.nicdark.com/wedding-planner/wp-content/uploads/sites/3/elementor/css/post-4553.css?ver=1685641915)
21:08:14	357427/357427	---M--	200	added ('OK')	image/jpeg	etag:%2257433-5f4bdf8735c47%22	https://wedding.nicdark.com/wedding-planner/wp-content/uploads/sites/3/2023/02/gallery-13.jpg	C:/Users/hp/Desktop/Mine/weeding%20plan/wedding.nicdark.com/wedding-planner/wp-content/uploads/sites/3/2023/02/gallery-13.jpg	(from https://wedding.nicdark.com/wedding-planner/wp-content/uploads/sites/3/elementor/css/post-4553.css?ver=1685641915)
21:08:14	172146/172146	---M--	200	added ('OK')	image/jpeg	etag:%222a072-5f4be7c5a9ca7%22	https://wedding.nicdark.com/wedding-planner/wp-content/uploads/sites/3/2023/02/gallery-21.jpg	C:/Users/hp/Desktop/Mine/weeding%20plan/wedding.nicdark.com/wedding-planner/wp-content/uploads/sites/3/2023/02/gallery-21.jpg	(from https://wedding.nicdark.com/wedding-planner/wp-content/uploads/sites/3/elementor/css/post-4553.css?ver=1685641915)
21:08:15	274070/274070	---M--	200	added ('OK')	image/jpeg	etag:%2242e96-5f4bdfed167a2%22	https://wedding.nicdark.com/wedding-planner/wp-content/uploads/sites/3/2023/02/gallery-15.jpg	C:/Users/hp/Desktop/Mine/weeding%20plan/wedding.nicdark.com/wedding-planner/wp-content/uploads/sites/3/2023/02/gallery-15.jpg	(from https://wedding.nicdark.com/wedding-planner/wp-content/uploads/sites/3/elementor/css/post-4553.css?ver=1685641915)
21:08:15	9518/9518	---MCZ	200	added ('OK')	text/css	etag:W/%22252e-5fd2e14f83b0d%22	https://wedding.nicdark.com/wedding-planner/wp-content/uploads/sites/3/elementor/css/post-4468.css?ver=1685749245	C:/Users/hp/Desktop/Mine/weeding%20plan/wedding.nicdark.com/wedding-planner/wp-content/uploads/sites/3/elementor/css/post-44685aad.css	(from https://wedding.nicdark.com/wedding-planner/the-magic-of-weddings/)
21:08:15	823/823	---MC-	200	added ('OK')	application/rss+xml	etag:%22ab32ed4bc94366403d9ee7105ada2fb8%22	https://wedding.nicdark.com/wedding-planner/the-magic-of-weddings/feed/	C:/Users/hp/Desktop/Mine/weeding%20plan/wedding.nicdark.com/wedding-planner/the-magic-of-weddings/feed/index.html	(from https://wedding.nicdark.com/wedding-planner/the-magic-of-weddings/)
21:08:16	18246/18246	---MCZ	200	added ('OK')	application/json	date:Fri,%2001%20Dec%202023%2020:08:18%20GMT	https://wedding.nicdark.com/wedding-planner/wp-json/wp/v2/posts/4468	C:/Users/hp/Desktop/Mine/weeding%20plan/wedding.nicdark.com/wedding-planner/wp-json/wp/v2/posts/4468.json	(from https://wedding.nicdark.com/wedding-planner/the-magic-of-weddings/)
